"calendar_year","location","gender","experiencing_homelessness"
2020,"Long Beach CoC (Los Angeles County)","Male","2513"
2020,"Long Beach CoC (Los Angeles County)","Transgender","16"
2020,"Long Beach CoC (Los Angeles County)","Unknown","14"
2020,"Pasadena CoC (Los Angeles County)","Female","399"
2020,"Pasadena CoC (Los Angeles County)","Male","560"
2020,"Riverside County CoC","Female","4077"
2020,"Riverside County CoC","Male","5071"
2020,"Riverside County CoC","Transgender","25"
2020,"San Bernardino County CoC","Female","4607"
2020,"San Bernardino County CoC","Male","4708"
2020,"San Bernardino County CoC","Transgender","11"
2020,"Ventura County CoC","Female","983"
2020,"Ventura County CoC","Male","1240"
2020,"Glendale CoC (Los Angeles County)","Female","247"
2020,"Glendale CoC (Los Angeles County)","Male","249"
2020,"Imperial County CoC","Female","414"
2020,"Imperial County CoC","Male","587"
2020,"San Luis Obispo County CoC","Female","749"
2020,"San Luis Obispo County CoC","Male","937"
2021,"California","Female","111854"
2021,"California","Male","152937"
2021,"California","Non-Singular Gender","630"
2021,"California","Questioning Gender","25"
2021,"California","Transgender","1341"
2021,"California","Unknown","3564"
2021,"Santa Clara County CoC","Female","6082"
2021,"Santa Clara County CoC","Male","8642"
2021,"Santa Clara County CoC","Non-Singular Gender","40"
2021,"Santa Clara County CoC","Transgender","69"
2021,"Santa Clara County CoC","Unknown","66"
2021,"San Francisco CoC","Female","5293"
2021,"San Francisco CoC","Male","8231"
2021,"San Francisco CoC","Non-Singular Gender","94"
2021,"San Francisco CoC","Transgender","162"
2021,"San Francisco CoC","Unknown","116"
2021,"Alameda County CoC","Female","4202"
2021,"Alameda County CoC","Male","5791"
2021,"Alameda County CoC","Non-Singular Gender","31"
2021,"Alameda County CoC","Transgender","28"
2021,"Alameda County CoC","Unknown","66"
2021,"Sacramento County CoC","Female","4875"
2021,"Sacramento County CoC","Male","5258"
2021,"Sacramento County CoC","Non-Singular Gender","53"
2021,"Sacramento County CoC","Transgender","51"
2021,"Sacramento County CoC","Unknown","254"
2021,"Sonoma County CoC","Female","1442"
2021,"Sonoma County CoC","Male","1917"
2021,"Sonoma County CoC","Non-Singular Gender","15"
2021,"Sonoma County CoC","Transgender","20"
2021,"Contra Costa County CoC","Female","3134"
2021,"Contra Costa County CoC","Male","3964"
2021,"Contra Costa County CoC","Transgender","12"
2021,"Contra Costa County CoC","Unknown","19"
2021,"Monterey, San Benito Counties CoC","Female","1078"
2021,"Monterey, San Benito Counties CoC","Male","1236"
2021,"Marin County CoC","Female","720"
2021,"Marin County CoC","Male","939"
2021,"Marin County CoC","Unknown","98"
2021,"Santa Cruz County CoC","Female","969"
2021,"Santa Cruz County CoC","Male","1405"
2021,"Santa Cruz County CoC","Transgender","11"
2021,"Mendocino County CoC","Female","606"
2021,"Mendocino County CoC","Male","687"
2021,"Stanislaus County CoC","Female","2089"
2021,"Stanislaus County CoC","Male","2810"
2021,"Stanislaus County CoC","Non-Singular Gender","11"
2021,"Stanislaus County CoC","Transgender","13"
2021,"San Joaquin County CoC","Female","3136"
2021,"San Joaquin County CoC","Male","3580"
2021,"San Joaquin County CoC","Unknown","40"
2021,"San Mateo County CoC","Female","1805"
2021,"San Mateo County CoC","Male","2643"
2021,"San Mateo County CoC","Transgender","13"
2021,"Kings, Tulare Counties CoC","Female","1757"
2021,"Kings, Tulare Counties CoC","Male","1668"
2021,"Fresno, Madera Counties CoC","Female","2658"
2021,"Fresno, Madera Counties CoC","Male","3460"
2021,"Fresno, Madera Counties CoC","Transgender","32"
2021,"Fresno, Madera Counties CoC","Unknown","26"
2021,"Placer County CoC","Female","904"
2021,"Placer County CoC","Male","1104"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Female","872"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Male","896"
2021,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","41"
2021,"Napa County CoC","Female","307"
2021,"Napa County CoC","Male","438"
2021,"Solano County CoC","Female","645"
2021,"Solano County CoC","Male","917"
2021,"Butte County CoC","Female","926"
2021,"Butte County CoC","Male","1117"
2021,"Merced County CoC","Female","1061"
2021,"Merced County CoC","Male","1296"
2021,"Yolo County CoC","Female","688"
2021,"Yolo County CoC","Male","785"
2021,"Humboldt County CoC","Female","578"
2021,"Humboldt County CoC","Male","934"
2021,"Humboldt County CoC","Non-Singular Gender","21"
2021,"Humboldt County CoC","Unknown","101"
2021,"Colusa, Glenn, Trinity Counties CoC","Female","372"
2021,"Colusa, Glenn, Trinity Counties CoC","Male","309"
2021,"Yuba, Sutter Counties CoC","Female","1134"
2021,"Yuba, Sutter Counties CoC","Male","1027"
2021,"El Dorado County CoC","Female","157"
2021,"El Dorado County CoC","Male","188"
2021,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Female","205"
2021,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Male","162"
2021,"Tehama County CoC","Female","137"
2021,"Tehama County CoC","Male","149"
2021,"Lake County CoC","Female","166"
2021,"Lake County CoC","Male","233"
2021,"Alpine, Inyo, Mono Counties CoC","Female","110"
2021,"Alpine, Inyo, Mono Counties CoC","Male","116"
2021,"Nevada County CoC","Female","293"
2021,"Nevada County CoC","Male","395"
2021,"Nevada County CoC","Unknown","30"
2021,"Los Angeles County CoC","Female","32652"
2021,"Los Angeles County CoC","Male","51419"
2021,"Los Angeles County CoC","Non-Singular Gender","169"
2021,"Los Angeles County CoC","Transgender","604"
2021,"Los Angeles County CoC","Unknown","1068"
2021,"San Diego County CoC","Female","8991"
2021,"San Diego County CoC","Male","13470"
2021,"San Diego County CoC","Non-Singular Gender","51"
2021,"San Diego County CoC","Transgender","97"
2021,"San Diego County CoC","Unknown","111"
2021,"Orange County CoC","Female","6518"
2021,"Orange County CoC","Male","8733"
2021,"Orange County CoC","Non-Singular Gender","42"
2021,"Orange County CoC","Transgender","47"
2021,"Orange County CoC","Unknown","1354"
2021,"Santa Barbara County CoC","Female","1376"
2021,"Santa Barbara County CoC","Male","1918"
2021,"Santa Barbara County CoC","Non-Singular Gender","13"
2021,"Santa Barbara County CoC","Transgender","14"
2021,"Kern County CoC","Female","3816"
2021,"Kern County CoC","Male","3992"
2021,"Kern County CoC","Transgender","21"
2021,"Long Beach CoC (Los Angeles County)","Female","1253"
2021,"Long Beach CoC (Los Angeles County)","Male","1995"
2021,"Long Beach CoC (Los Angeles County)","Transgender","14"
2021,"Long Beach CoC (Los Angeles County)","Unknown","48"
2021,"Pasadena CoC (Los Angeles County)","Female","307"
2021,"Pasadena CoC (Los Angeles County)","Male","411"
2021,"Pasadena CoC (Los Angeles County)","Unknown","41"
2021,"Riverside County CoC","Female","4001"
2021,"Riverside County CoC","Male","4422"
2021,"Riverside County CoC","Non-Singular Gender","14"
2021,"Riverside County CoC","Transgender","37"
2021,"Riverside County CoC","Unknown","12"
2021,"San Bernardino County CoC","Female","4300"
2021,"San Bernardino County CoC","Male","4479"
2021,"San Bernardino County CoC","Transgender","14"
2021,"Ventura County CoC","Female","956"
2021,"Ventura County CoC","Male","1347"
2021,"Ventura County CoC","Transgender","13"
2021,"Glendale CoC (Los Angeles County)","Female","236"
2021,"Glendale CoC (Los Angeles County)","Male","290"
2021,"Glendale CoC (Los Angeles County)","Transgender","11"
2021,"Imperial County CoC","Female","790"
2021,"Imperial County CoC","Male","870"
2021,"Imperial County CoC","Unknown","11"
2021,"San Luis Obispo County CoC","Female","1017"
2021,"San Luis Obispo County CoC","Male","1313"
2022,"California","Female","132895"
2022,"California","Male","175144"
2022,"California","Non-Singular Gender","862"
2022,"California","Questioning Gender","58"
2022,"California","Transgender","1573"
2022,"California","Unknown","5315"
2022,"Santa Clara County CoC","Female","7007"
2022,"Santa Clara County CoC","Male","9578"
2022,"Santa Clara County CoC","Non-Singular Gender","43"
2022,"Santa Clara County CoC","Transgender","59"
2022,"Santa Clara County CoC","Unknown","73"
2022,"San Francisco CoC","Female","6847"
2022,"San Francisco CoC","Male","10852"
2022,"San Francisco CoC","Non-Singular Gender","140"
2022,"San Francisco CoC","Transgender","223"
2022,"San Francisco CoC","Unknown","142"
2022,"Alameda County CoC","Female","4967"
2022,"Alameda County CoC","Male","6877"
2022,"Alameda County CoC","Non-Singular Gender","45"
2022,"Alameda County CoC","Transgender","32"
2022,"Alameda County CoC","Unknown","12"
2022,"Sacramento County CoC","Female","5645"
2022,"Sacramento County CoC","Male","5755"
2022,"Sacramento County CoC","Non-Singular Gender","75"
2022,"Sacramento County CoC","Transgender","52"
2022,"Sacramento County CoC","Unknown","219"
2022,"Sonoma County CoC","Female","1497"
2022,"Sonoma County CoC","Male","1947"
2022,"Sonoma County CoC","Non-Singular Gender","18"
2022,"Sonoma County CoC","Transgender","18"
2022,"Contra Costa County CoC","Female","4148"
2022,"Contra Costa County CoC","Male","5041"
2022,"Contra Costa County CoC","Non-Singular Gender","14"
2022,"Contra Costa County CoC","Transgender","21"
2022,"Contra Costa County CoC","Unknown","18"
2022,"Monterey, San Benito Counties CoC","Female","1236"
2022,"Monterey, San Benito Counties CoC","Male","1357"
2022,"Marin County CoC","Female","789"
2022,"Marin County CoC","Male","972"
2022,"Santa Cruz County CoC","Female","813"
2022,"Santa Cruz County CoC","Male","970"
2022,"Mendocino County CoC","Female","772"
2022,"Mendocino County CoC","Male","815"
2022,"Stanislaus County CoC","Female","2697"
2022,"Stanislaus County CoC","Male","3647"
2022,"Stanislaus County CoC","Non-Singular Gender","15"
2022,"Stanislaus County CoC","Transgender","11"
2022,"Stanislaus County CoC","Unknown","15"
2022,"San Joaquin County CoC","Female","4619"
2022,"San Joaquin County CoC","Male","5065"
2022,"San Joaquin County CoC","Transgender","15"
2022,"San Joaquin County CoC","Unknown","35"
2022,"San Mateo County CoC","Female","2106"
2022,"San Mateo County CoC","Male","2960"
2022,"San Mateo County CoC","Transgender","16"
2022,"Kings, Tulare Counties CoC","Female","2145"
2022,"Kings, Tulare Counties CoC","Male","1994"
2022,"Fresno, Madera Counties CoC","Female","3390"
2022,"Fresno, Madera Counties CoC","Male","4574"
2022,"Fresno, Madera Counties CoC","Transgender","30"
2022,"Fresno, Madera Counties CoC","Unknown","42"
2022,"Placer County CoC","Female","1141"
2022,"Placer County CoC","Male","1311"
2022,"Placer County CoC","Unknown","12"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Female","1048"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Male","1091"
2022,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","17"
2022,"Napa County CoC","Female","349"
2022,"Napa County CoC","Male","579"
2022,"Solano County CoC","Female","526"
2022,"Solano County CoC","Male","762"
2022,"Butte County CoC","Female","1212"
2022,"Butte County CoC","Male","1504"
2022,"Butte County CoC","Non-Singular Gender","12"
2022,"Butte County CoC","Transgender","11"
2022,"Merced County CoC","Female","1465"
2022,"Merced County CoC","Male","1527"
2022,"Yolo County CoC","Female","721"
2022,"Yolo County CoC","Male","713"
2022,"Yolo County CoC","Unknown","66"
2022,"Humboldt County CoC","Female","932"
2022,"Humboldt County CoC","Male","1288"
2022,"Humboldt County CoC","Non-Singular Gender","29"
2022,"Humboldt County CoC","Transgender","18"
2022,"Humboldt County CoC","Unknown","130"
2022,"Colusa, Glenn, Trinity Counties CoC","Female","341"
2022,"Colusa, Glenn, Trinity Counties CoC","Male","284"
2022,"Yuba, Sutter Counties CoC","Female","1404"
2022,"Yuba, Sutter Counties CoC","Male","1231"
2022,"El Dorado County CoC","Female","193"
2022,"El Dorado County CoC","Male","231"
2022,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Female","440"
2022,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Male","344"
2022,"Tehama County CoC","Female","331"
2022,"Tehama County CoC","Male","366"
2022,"Lake County CoC","Female","156"
2022,"Lake County CoC","Male","176"
2022,"Alpine, Inyo, Mono Counties CoC","Female","97"
2022,"Alpine, Inyo, Mono Counties CoC","Male","101"
2022,"Nevada County CoC","Female","458"
2022,"Nevada County CoC","Male","555"
2022,"Nevada County CoC","Unknown","26"
2022,"Los Angeles County CoC","Female","35806"
2022,"Los Angeles County CoC","Male","54419"
2022,"Los Angeles County CoC","Non-Singular Gender","210"
2022,"Los Angeles County CoC","Transgender","678"
2022,"Los Angeles County CoC","Unknown","1361"
2022,"San Diego County CoC","Female","10536"
2022,"San Diego County CoC","Male","14521"
2022,"San Diego County CoC","Non-Singular Gender","85"
2022,"San Diego County CoC","Transgender","140"
2022,"San Diego County CoC","Unknown","75"
2022,"Orange County CoC","Female","8569"
2022,"Orange County CoC","Male","11383"
2022,"Orange County CoC","Non-Singular Gender","51"
2022,"Orange County CoC","Transgender","44"
2022,"Orange County CoC","Unknown","2918"
2022,"Santa Barbara County CoC","Female","1638"
2022,"Santa Barbara County CoC","Male","2236"
2022,"Santa Barbara County CoC","Non-Singular Gender","12"
2022,"Santa Barbara County CoC","Transgender","12"
2022,"Kern County CoC","Female","4101"
2022,"Kern County CoC","Male","4552"
2022,"Kern County CoC","Transgender","20"
2022,"Long Beach CoC (Los Angeles County)","Female","1609"
2022,"Long Beach CoC (Los Angeles County)","Male","2504"
2022,"Long Beach CoC (Los Angeles County)","Transgender","18"
2022,"Pasadena CoC (Los Angeles County)","Female","481"
2022,"Pasadena CoC (Los Angeles County)","Male","617"
2022,"Pasadena CoC (Los Angeles County)","Transgender","11"
2022,"Pasadena CoC (Los Angeles County)","Unknown","65"
2022,"Riverside County CoC","Female","5118"
2022,"Riverside County CoC","Male","5574"
2022,"Riverside County CoC","Non-Singular Gender","28"
2022,"Riverside County CoC","Transgender","60"
2022,"Riverside County CoC","Unknown","23"
2022,"San Bernardino County CoC","Female","5277"
2022,"San Bernardino County CoC","Male","5157"
2022,"San Bernardino County CoC","Non-Singular Gender","12"
2022,"San Bernardino County CoC","Transgender","18"
2022,"Ventura County CoC","Female","1256"
2022,"Ventura County CoC","Male","1648"
2022,"Ventura County CoC","Transgender","15"
2022,"Glendale CoC (Los Angeles County)","Female","317"
2022,"Glendale CoC (Los Angeles County)","Male","409"
2022,"Glendale CoC (Los Angeles County)","Transgender","14"
2022,"Imperial County CoC","Female","976"
2022,"Imperial County CoC","Male","874"
2022,"San Luis Obispo County CoC","Female","1247"
2022,"San Luis Obispo County CoC","Male","1529"
2022,"San Luis Obispo County CoC","Unknown","15"
2023,"California","Female","108123"
2023,"California","Male","140780"
2023,"California","Non-Singular Gender","735"
2023,"California","Questioning Gender","53"
2023,"California","Transgender","1287"
2023,"California","Unknown","3936"
2023,"Santa Clara County CoC","Female","6367"
2023,"Santa Clara County CoC","Male","8423"
2023,"Santa Clara County CoC","Non-Singular Gender","36"
2023,"Santa Clara County CoC","Transgender","49"
2023,"Santa Clara County CoC","Unknown","28"
2023,"San Francisco CoC","Female","5137"
2023,"San Francisco CoC","Male","7937"
2023,"San Francisco CoC","Non-Singular Gender","115"
2023,"San Francisco CoC","Transgender","178"
2023,"San Francisco CoC","Unknown","152"
2023,"Alameda County CoC","Female","4126"
2023,"Alameda County CoC","Male","5568"
2023,"Alameda County CoC","Non-Singular Gender","41"
2023,"Alameda County CoC","Transgender","23"
2023,"Sacramento County CoC","Female","4310"
2023,"Sacramento County CoC","Male","4365"
2023,"Sacramento County CoC","Non-Singular Gender","54"
2023,"Sacramento County CoC","Transgender","32"
2023,"Sacramento County CoC","Unknown","282"
2023,"Sonoma County CoC","Female","1232"
2023,"Sonoma County CoC","Male","1516"
2023,"Sonoma County CoC","Transgender","17"
2023,"Contra Costa County CoC","Female","4280"
2023,"Contra Costa County CoC","Male","5250"
2023,"Contra Costa County CoC","Non-Singular Gender","14"
2023,"Contra Costa County CoC","Transgender","16"
2023,"Contra Costa County CoC","Unknown","19"
2023,"Monterey, San Benito Counties CoC","Female","909"
2023,"Monterey, San Benito Counties CoC","Male","1021"
2023,"Marin County CoC","Female","557"
2023,"Marin County CoC","Male","684"
2023,"Santa Cruz County CoC","Female","590"
2023,"Santa Cruz County CoC","Male","822"
2023,"Mendocino County CoC","Female","568"
2023,"Mendocino County CoC","Male","599"
2023,"Stanislaus County CoC","Female","1913"
2023,"Stanislaus County CoC","Male","2453"
2023,"Stanislaus County CoC","Non-Singular Gender","14"
2023,"Stanislaus County CoC","Transgender","11"
2023,"San Joaquin County CoC","Female","2796"
2023,"San Joaquin County CoC","Male","3289"
2023,"San Joaquin County CoC","Transgender","12"
2023,"San Joaquin County CoC","Unknown","33"
2023,"San Mateo County CoC","Female","1937"
2023,"San Mateo County CoC","Male","2767"
2023,"San Mateo County CoC","Transgender","14"
2023,"San Mateo County CoC","Unknown","19"
2023,"Kings, Tulare Counties CoC","Female","1635"
2023,"Kings, Tulare Counties CoC","Male","1550"
2023,"Fresno, Madera Counties CoC","Female","3170"
2023,"Fresno, Madera Counties CoC","Male","4424"
2023,"Fresno, Madera Counties CoC","Non-Singular Gender","13"
2023,"Fresno, Madera Counties CoC","Transgender","31"
2023,"Fresno, Madera Counties CoC","Unknown","37"
2023,"Placer County CoC","Female","862"
2023,"Placer County CoC","Male","1027"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Female","827"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Male","866"
2023,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Unknown","18"
2023,"Napa County CoC","Female","301"
2023,"Napa County CoC","Male","462"
2023,"Solano County CoC","Female","398"
2023,"Solano County CoC","Male","527"
2023,"Butte County CoC","Female","1452"
2023,"Butte County CoC","Male","1671"
2023,"Butte County CoC","Non-Singular Gender","12"
2023,"Butte County CoC","Transgender","14"
2023,"Butte County CoC","Unknown","88"
2023,"Merced County CoC","Female","1578"
2023,"Merced County CoC","Male","1495"
2023,"Yolo County CoC","Female","506"
2023,"Yolo County CoC","Male","479"
2023,"Yolo County CoC","Unknown","75"
2023,"Humboldt County CoC","Female","815"
2023,"Humboldt County CoC","Male","1041"
2023,"Humboldt County CoC","Non-Singular Gender","26"
2023,"Humboldt County CoC","Transgender","13"
2023,"Humboldt County CoC","Unknown","106"
2023,"Colusa, Glenn, Trinity Counties CoC","Female","216"
2023,"Colusa, Glenn, Trinity Counties CoC","Male","171"
2023,"Yuba, Sutter Counties CoC","Female","1151"
2023,"Yuba, Sutter Counties CoC","Male","1062"
2023,"El Dorado County CoC","Female","182"
2023,"El Dorado County CoC","Male","254"
2023,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Female","296"
2023,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Male","229"
2023,"Tehama County CoC","Female","224"
2023,"Tehama County CoC","Male","279"
2023,"Lake County CoC","Female","145"
2023,"Lake County CoC","Male","174"
2023,"Lake County CoC","Unknown","17"
2023,"Alpine, Inyo, Mono Counties CoC","Female","62"
2023,"Alpine, Inyo, Mono Counties CoC","Male","41"
2023,"Nevada County CoC","Female","400"
2023,"Nevada County CoC","Male","507"
2023,"Nevada County CoC","Unknown","14"
2023,"Los Angeles County CoC","Female","29384"
2023,"Los Angeles County CoC","Male","43443"
2023,"Los Angeles County CoC","Non-Singular Gender","195"
2023,"Los Angeles County CoC","Questioning Gender","14"
2023,"Los Angeles County CoC","Transgender","548"
2023,"Los Angeles County CoC","Unknown","1363"
2023,"San Diego County CoC","Female","8261"
2023,"San Diego County CoC","Male","10626"
2023,"San Diego County CoC","Non-Singular Gender","61"
2023,"San Diego County CoC","Transgender","116"
2023,"San Diego County CoC","Unknown","43"
2023,"Orange County CoC","Female","6662"
2023,"Orange County CoC","Male","8401"
2023,"Orange County CoC","Non-Singular Gender","41"
2023,"Orange County CoC","Transgender","42"
2023,"Orange County CoC","Unknown","1416"
2023,"Santa Barbara County CoC","Female","1135"
2023,"Santa Barbara County CoC","Male","1695"
2023,"Santa Barbara County CoC","Unknown","66"
2023,"Kern County CoC","Female","2985"
2023,"Kern County CoC","Male","3355"
2023,"Kern County CoC","Transgender","15"
2023,"Long Beach CoC (Los Angeles County)","Female","1635"
2023,"Long Beach CoC (Los Angeles County)","Male","2699"
2023,"Long Beach CoC (Los Angeles County)","Transgender","18"
2023,"Long Beach CoC (Los Angeles County)","Unknown","15"
2023,"Pasadena CoC (Los Angeles County)","Female","416"
2023,"Pasadena CoC (Los Angeles County)","Male","622"
2023,"Pasadena CoC (Los Angeles County)","Unknown","39"
2023,"Riverside County CoC","Female","3752"
2023,"Riverside County CoC","Male","4384"
2023,"Riverside County CoC","Non-Singular Gender","19"
2023,"Riverside County CoC","Transgender","47"
2023,"Riverside County CoC","Unknown","22"
2023,"San Bernardino County CoC","Female","4045"
2023,"San Bernardino County CoC","Male","3864"
2023,"San Bernardino County CoC","Transgender","11"
2023,"Ventura County CoC","Female","945"
2023,"Ventura County CoC","Male","1313"
2023,"Ventura County CoC","Transgender","14"
2023,"Glendale CoC (Los Angeles County)","Female","263"
2023,"Glendale CoC (Los Angeles County)","Male","296"
2023,"Imperial County CoC","Female","689"
2023,"Imperial County CoC","Male","634"
2023,"San Luis Obispo County CoC","Female","1069"
2023,"San Luis Obispo County CoC","Male","1395"
2023,"San Luis Obispo County CoC","Unknown","18"
